# Open;High;Low;Close;Volume;Dividends;Stock Splits;Moving_Average
242.97999572753906;245.5500030517578;241.35000610351562;242.2100067138672;40856000.0;0.0;0.0;nan
241.9199981689453;243.7100067138672;240.0500030517578;242.6999969482422;37628900.0;0.0;0.0;nan
240.00999450683594;240.16000366210938;233.0;236.85000610351562;61710900.0;0.0;0.0;nan
233.52999877929688;234.6699981689453;229.72000122070312;234.39999389648438;49630700.0;0.0;0.0;nan
234.75;236.1199951171875;232.4720001220703;232.91000366210938;21349134.0;0.0;0.0;237.81400146484376
